OID_,tl_2019_26_bg_GEOID,MEAN_PM25_AVG,FID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,OBJECTID,Total,Less_than__10_000,F_10_000_to__14_999,F_15_000_to__19_999,F_20_000_to__24_999,F_25_000_to__29_999,F_30_000_to__34_999,F_35_000_to__39_999,F_40_000_to__44_999,F_45_000_to__49_999,F_50_000_to__59_999,F_60_000_to__74_999,F_75_000_to__99_999,F_100_000_to__124_999,F_125_000_to__149_999,F_150_000_to__199_999,F_200_000_or_more,GEO_ID,OBJECTID_1,Total_,No_schooling_completed,Nursery_school,Kindergarten,F1st_grade,F2nd_grade,F3rd_grade,F4th_grade,F5th_grade,F6th_grade,F7th_grade,F8th_grade,F9th_grade,F10th_grade,F11th_grade,F12th_grade__no_diploma,Regular_high_school_diploma,GED_or_alternative_credential,Some_college__less_than_1_year,Some_college__1_or_more_years__no_degree,Associate_s_degree,Bachelor_s_degree,Master_s_degree,Professional_school_degree,Doctorate_degree,GEO_ID_1,OBJECTID_12,Total1,Not_Hispanic_or_Latino,Hispanic_or_Latino,GEO_ID_12,OBJECTID_12_13,Total1_1,White_alone,Black_or_African_American_alone,American_Indian_and_Alaska_Native_alone,Asian_alone,Native_Hawaiian_and_Other_Pacific_Islander_alone,Some_other_race_alone,Two_or_more_races_,Two_races_including_Some_other_race,Two_races_excluding_Some_other_race__and_three_or_more_races,GEO_ID_12_13,OBJECTID_12_13_14,Median_age,Median_age___Male,Median_age___Female,GEO_ID_12_13_14,OBJECTID_12_13_14_15,Estimate__Total,GEO_ID_12_13_14_15,OBJECTID_12_13_14_15_16,GEOID_1,area1,percent1,area4,percent4,OBJECTID_12_13_14_15_16_17,tl_2019_26_bg_GEOID_1,MEAN_gridcode,Shape_Length_1,Shape_Area_1,Shape_Length,Shape_Area
52,2.61635E+11,7.516025833,424,26,163,501400,2,261635014002.00,Block Group 2,G5030,S,237523,0,42.4094136,-82.9346757,52,313,25,0,30,0,24,0,11,0,47,23,19,24,60,41,9,0,2.61635E+11,,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,196,12,65,125,0,94,28,19,9,,,,885,0,,,,133,752,0,0,0,0,0,0,0,,,36.1,31.6,36.5,,,885,,,,77977.95437,32.82974012,616.1988759,0.259427798,,,2267335.458,,,0.020819466,2.59759E-05
53,2.61635E+11,7.516025833,412,26,163,501400,3,261635014003.00,Block Group 3,G5030,S,338879,0,42.4052023,-82.9371469,53,371,29,23,76,9,26,38,0,0,44,33,0,10,9,51,0,23,2.61635E+11,,547,0,0,0,0,0,0,0,0,0,0,0,31,44,31,9,151,20,9,0,89,133,9,0,21,,,,757,0,,,,96,661,0,0,0,0,0,0,0,,,36.3,26.9,37.9,,,757,,,,116182.7253,34.28434329,1476.34558,0.4356546,,,2712060.229,,,0.031624497,3.70582E-05
54,2.61635E+11,7.516025833,661,26,163,501400,4,261635014004.00,Block Group 4,G5030,S,443871,0,42.4125854,-82.940348,54,287,38,34,0,41,0,25,18,19,11,0,19,64,18,0,0,0,2.61635E+11,,424,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,137,0,31,114,26,35,43,0,0,,,,855,0,,,,56,748,0,0,0,0,51,0,51,,,23.9,12.9,43.5,,,855,,,,58046.59307,13.07738318,1768.892443,0.398515797,,,29713376.77,,,0.03557963,4.85449E-05
55,2.61635E+11,7.516025833,428,26,163,501500,1,261635015001.00,Block Group 1,G5030,S,279273,0,42.4175158,-82.925776,55,409,129,0,0,0,0,29,38,22,20,0,58,91,0,0,22,0,2.61635E+11,,652,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,196,40,41,246,36,44,12,0,0,,,,1108,0,,,,140,968,0,0,0,0,0,0,0,,,37.4,41.5,26.5,,,1108,,,,108780.6333,38.951178,,,,,1461397.077,,,0.023478458,3.05459E-05
56,2.61635E+11,7.516025833,426,26,163,501500,2,261635015002.00,Block Group 2,G5030,S,117657,0,42.4215939,-82.9293302,56,136,55,0,0,0,21,7,0,0,0,17,0,36,0,0,0,0,2.61635E+11,,239,0,0,0,0,0,0,0,0,0,0,0,0,0,38,17,122,9,0,0,0,53,0,0,0,,,,672,0,,,,17,655,0,0,0,0,0,0,0,,,17.3,13.1,17.6,,,672,,,,40887.77406,34.75169697,1192.540872,1.013574839,,,41485964.28,,,0.022720753,1.28697E-05
57,2.61635E+11,7.516025833,425,26,163,501500,3,261635015003.00,Block Group 3,G5030,S,294215,0,42.422684,-82.9240455,57,235,23,0,0,26,0,27,0,0,0,9,37,60,39,14,0,0,2.61635E+11,,404,8,0,0,0,0,0,0,0,0,0,0,0,32,0,7,99,26,31,44,47,69,41,0,0,,,,595,0,,,,120,475,0,0,0,0,0,0,0,,,39.6,39.5,41.1,,,595,,,,39019.43989,13.26223221,,,,,18201997.06,,,0.026026273,3.21827E-05
58,2.61635E+11,7.516025833,429,26,163,501500,4,261635015004.00,Block Group 4,G5030,S,349004,0,42.4186155,-82.9200677,58,199,23,0,0,58,66,0,0,0,0,18,10,10,0,0,14,0,2.61635E+11,,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,19,64,36,47,24,0,0,,,,511,0,,,,113,398,0,0,0,0,0,0,0,,,27.7,36.5,25.2,,,511,,,,149559.2885,42.85339822,576.3488309,0.165141906,,,4609383.333,,,0.031431416,3.81732E-05
59,2.61635E+11,7.516025833,743,26,163,501500,5,261635015005.00,Block Group 5,G5030,S,562650,0,42.4156425,-82.9315205,59,509,105,38,51,0,55,0,34,76,15,25,44,12,16,22,16,0,2.61635E+11,,840,0,0,0,0,0,0,0,13,0,0,0,13,35,55,15,226,59,33,265,35,30,42,19,0,,,,1604,26,,,,60,1518,0,0,0,13,39,0,39,,,27.5,20.6,28.4,,,1630,,,,270477.695,48.07222058,17178.20112,3.053095649,,,15064325.35,,,0.032455097,6.15385E-05
60,2.61635E+11,7.516025833,430,26,163,501600,1,261635016001.00,Block Group 1,G5030,S,619979,0,42.4105594,-82.9257832,60,426,38,65,29,27,0,11,44,50,7,80,35,16,24,0,0,0,2.61635E+11,,704,5,0,0,0,0,0,0,10,0,0,18,5,14,21,37,145,97,94,127,73,49,9,0,0,,,,1212,10,,,,190,1018,0,0,0,0,14,0,14,,,26.7,26.3,26.9,,,1222,,,,190732.802,30.76426835,5395.291074,0.870234069,,,2610759.444,,,0.035540049,6.78037E-05
61,2.61635E+11,7.516025833,431,26,163,501600,2,261635016002.00,Block Group 2,G5030,S,598701,0,42.4154127,-82.915463,61,378,25,38,91,26,13,0,36,22,0,53,7,27,28,0,9,3,2.61635E+11,,487,0,0,0,0,0,0,0,0,0,0,0,0,3,21,7,163,0,65,159,19,12,27,11,0,,,,916,11,,,,190,719,0,0,0,18,0,0,0,,,26.6,23.5,28.3,,,927,,,,133331.7676,22.27023301,6276.350655,1.048330747,,,4703055.849,,,0.037883842,6.54812E-05
62,2.61635E+11,7.516025833,432,26,163,501700,1,261635017001.00,Block Group 1,G5030,S,559997,0,42.4018067,-82.9241218,62,497,45,97,87,80,23,32,13,22,9,31,13,18,27,0,0,0,2.61635E+11,,740,14,0,0,0,0,0,0,0,0,0,38,18,51,13,26,219,57,41,151,58,41,13,0,0,,,,951,33,,,,206,694,16,41,0,14,13,13,0,,,46.8,50,46.2,,,984,,,,258670.7047,46.19138045,7461.427227,1.332403003,,,3516807.92,,,0.034637274,6.12352E-05
63,2.61635E+11,7.516025833,433,26,163,501700,2,261635017002.00,Block Group 2,G5030,S,639564,0,42.4063749,-82.9188172,63,351,90,13,9,19,26,37,38,16,18,7,17,26,20,0,15,0,2.61635E+11,,739,0,0,0,0,0,0,0,0,0,0,46,47,31,66,5,277,21,14,131,54,30,12,5,0,,,,904,0,,,,326,565,13,0,0,0,0,0,0,,,51.9,45.7,55.8,,,904,,,,222395.906,34.77298593,20413.44655,3.19176959,,,3080141.691,,,0.038839557,6.99408E-05
64,2.61635E+11,7.516025833,495,26,163,501800,1,261635018001.00,Block Group 1,G5030,S,296203,0,42.4026792,-82.9309424,64,433,42,0,31,0,15,22,50,0,38,48,88,48,31,0,8,12,2.61635E+11,,726,3,0,0,0,0,0,0,15,0,0,0,3,3,49,0,144,37,46,183,76,98,69,0,0,,,,1022,41,,,,235,781,0,0,0,0,47,0,47,,,32.5,32.5,33.1,,,1063,,,,132733.1766,44.81159741,,,,,2900032.962,,,0.023009339,3.239E-05
65,2.61635E+11,7.516025833,434,26,163,501800,2,261635018002.00,Block Group 2,G5030,S,314381,0,42.4006144,-82.9365278,65,425,18,0,0,96,0,0,11,0,0,125,21,95,24,0,35,0,2.61635E+11,,902,13,0,0,0,0,0,0,0,0,0,0,25,0,0,0,89,86,29,401,128,65,24,32,10,,,,1182,0,,,,303,744,0,0,0,0,135,57,78,,,43.5,37.5,50,,,1182,,,,152522.3457,48.51483953,,,,,2387231.5,,,0.024054342,3.43768E-05
66,2.61635E+11,7.516025833,160,26,163,501800,3,261635018003.00,Block Group 3,G5030,S,429085,0,42.3949003,-82.9327591,66,374,0,23,9,0,19,48,0,12,55,36,21,92,50,0,0,9,2.61635E+11,,672,0,0,0,0,0,0,0,0,0,0,0,20,12,9,15,255,0,79,52,106,75,33,16,0,,,,957,28,,,,283,694,0,0,0,0,8,0,8,,,36.5,35.3,49.2,,,985,,,,216451.7694,50.4451662,899.9989906,0.209749261,,,2895280.964,,,0.028041961,4.69147E-05
67,2.61635E+11,7.516025833,435,26,163,501800,4,261635018004.00,Block Group 4,G5030,S,400643,0,42.3970274,-82.9272381,67,514,58,10,43,49,10,0,0,9,18,24,25,90,78,29,40,31,2.61635E+11,,974,0,0,0,0,0,0,0,40,0,0,9,3,0,9,15,139,66,63,109,68,198,168,53,34,,,,1433,70,,,,306,988,20,0,0,0,189,10,179,,,45.7,45.5,47,,,1503,,,,178779.6616,44.62302854,5732.392174,1.430793063,,,3303511.152,,,0.027175574,4.38068E-05
68,2.61635E+11,7.516025833,192,26,163,501900,1,261635019001.00,Block Group 1,G5030,S,160718,0,42.3989956,-82.940771,68,238,14,55,20,32,58,0,0,0,27,13,5,6,0,8,0,0,2.61635E+11,,415,0,0,0,0,0,0,0,0,0,10,15,3,0,8,0,167,22,29,91,31,34,5,0,0,,,,761,10,,,,35,736,0,0,0,0,0,0,0,,,27.6,16.1,29.9,,,771,,,,53397.45255,33.22428106,,,,,1616783.8,,,0.01792026,1.75736E-05
69,2.61635E+11,7.516025833,436,26,163,501900,2,261635019002.00,Block Group 2,G5030,S,158774,0,42.3940805,-82.9375559,69,207,32,31,6,46,15,30,9,5,18,7,0,0,5,0,0,3,2.61635E+11,,290,4,0,0,0,0,0,0,0,0,0,0,0,5,50,0,102,21,22,57,17,5,7,0,0,,,,407,74,,,,94,360,0,6,0,0,21,0,21,,,31.9,26.8,49,,,481,,,,43325.66643,27.28778924,576.3486046,0.363001439,,,1284237.5,,,0.017784912,1.73596E-05
70,2.61635E+11,7.516025833,437,26,163,501900,3,261635019003.00,Block Group 3,G5030,S,207156,0,42.3913198,-82.9383781,70,210,14,31,15,14,0,0,31,4,5,12,9,22,34,0,12,7,2.61635E+11,,444,0,0,0,0,0,0,0,0,0,0,0,0,25,0,58,109,7,32,113,28,47,25,0,0,,,,556,0,,,,46,510,0,0,0,0,0,0,0,,,47.6,42.5,50.1,,,556,,,,45747.51938,22.08358018,1729.047889,0.834658758,,,3096217.533,,,0.023686403,2.26486E-05
71,2.61635E+11,7.516025833,438,26,163,501900,4,261635019004.00,Block Group 4,G5030,S,216014,0,42.397127,-82.9431223,71,251,98,0,44,0,6,0,0,30,0,7,19,6,7,0,34,0,2.61635E+11,,491,0,0,0,0,0,0,0,0,0,0,10,0,28,69,11,60,119,33,111,28,9,13,0,0,,,,1064,0,,,,39,1025,0,0,0,0,0,0,0,,,23.1,27.4,18.4,,,1064,,,,57823.16053,26.76811615,899.9998084,0.416637541,,,1722713.5,,,0.021885984,2.36193E-05
72,2.61635E+11,7.516025833,214,26,163,502000,1,261635020001.00,Block Group 1,G5030,S,519436,0,42.3928455,-82.9486164,72,400,69,6,27,24,65,21,39,13,36,42,20,16,12,6,0,4,2.61635E+11,,634,5,0,0,0,0,0,0,0,0,0,7,9,17,46,3,139,64,20,163,74,19,62,0,6,,,,1307,0,,,,84,1159,0,0,0,0,64,0,64,,,23.8,19.7,27.9,,,1307,,,,144420.5273,27.80332812,29952.68477,5.766384725,,,2501057.118,,,0.034668411,5.67918E-05
73,2.61635E+11,7.516025833,202,26,163,502000,2,261635020002.00,Block Group 2,G5030,S,374921,0,42.3939149,-82.9446789,73,281,59,6,5,10,35,31,14,12,0,39,26,6,15,4,7,12,2.61635E+11,,480,0,0,0,0,0,0,0,0,0,0,16,0,0,20,19,167,21,10,103,47,24,45,8,0,,,,747,22,,,,61,702,1,0,0,0,5,0,5,,,30.9,33.1,30.3,,,769,,,,112046.4063,29.88539005,10800.00045,2.880612031,,,2695921,,,0.032674997,4.09921E-05
74,2.61635E+11,7.516025833,645,26,163,503100,1,261635031001.00,Block Group 1,G5030,S,449459,0,42.4474737,-82.9750364,74,485,25,10,28,58,17,30,33,65,10,37,136,21,5,5,5,0,2.61635E+11,,828,0,9,0,0,0,0,0,0,10,7,0,0,6,17,16,312,51,57,154,146,23,15,0,5,,,,1286,0,,,,3,1270,0,0,0,0,13,0,13,,,28.5,27.5,32.5,,,1286,,,,36143.01263,8.041432409,3605.20528,0.802119482,,,10322582.45,,,0.032331202,4.91833E-05
75,2.61635E+11,7.516025833,439,26,163,503100,2,261635031002.00,Block Group 2,G5030,S,214724,0,42.4438435,-82.9762014,75,313,12,43,7,17,26,12,68,18,6,0,69,7,24,0,4,0,2.61635E+11,,654,7,0,0,0,0,0,0,0,0,0,0,7,12,22,61,260,29,38,142,41,31,0,0,4,,,,979,5,,,,105,858,0,0,0,5,16,0,16,,,31.7,35.8,26.2,,,984,,,,60250.78957,28.05958262,4429.0304,2.062657524,,,2476627.143,,,0.023324858,2.34954E-05
76,2.61635E+11,7.516025833,235,26,163,503100,3,261635031003.00,Block Group 3,G5030,S,316332,0,42.4458008,-82.9830881,76,343,0,26,30,28,55,31,33,28,26,29,13,15,18,0,11,0,2.61635E+11,,505,8,0,0,0,0,0,0,0,0,0,5,0,19,11,11,163,0,47,92,133,6,10,0,0,,,,826,0,,,,19,807,0,0,0,0,0,0,0,,,29.3,37.3,27.2,,,826,,,,43930.22475,13.88731588,2376.347014,0.751215861,,,6035359.433,,,0.023958575,3.46147E-05
77,2.61635E+11,7.736848889,449,26,163,503200,1,261635032001.00,Block Group 1,G5030,S,478322,0,42.4450495,-82.9896025,77,414,38,12,0,63,51,16,27,30,39,93,19,26,0,0,0,0,2.61635E+11,,592,23,0,0,0,0,0,0,0,0,0,0,0,8,41,10,200,38,59,47,158,0,8,0,0,,,,1091,0,,,,16,1075,0,0,0,0,0,0,0,,,26.4,33.7,25.5,,,1091,,,,236431.5191,49.42908347,11132.39258,2.327371427,,,4521765.759,,,0.033669584,5.23399E-05
78,2.61635E+11,7.847260417,450,26,163,503200,2,261635032002.00,Block Group 2,G5030,S,322053,0,42.4436142,-83.0001332,78,226,30,43,14,7,9,30,18,0,12,17,32,14,0,0,0,0,2.61635E+11,,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,30,27,67,40,0,0,0,0,,,,580,0,,,,41,539,0,0,0,0,0,0,0,,,24.9,18.4,33.2,,,580,,,,166210.2682,51.60938661,5076.34385,1.576238311,,,1619511.409,,,0.02680875,3.52395E-05
79,2.61635E+11,7.847260417,452,26,163,503200,3,261635032003.00,Block Group 3,G5030,S,470944,0,42.447242,-82.9978273,79,370,16,19,64,51,16,31,29,59,18,48,0,19,0,0,0,0,2.61635E+11,,471,0,0,0,0,0,0,0,0,0,0,0,0,0,28,75,185,9,0,106,57,11,0,0,0,,,,782,0,,,,67,715,0,0,0,0,0,0,0,,,29.6,24.8,30.6,,,782,,,,179597.3259,38.13550625,9000.001363,1.911050772,,,11212920.14,,,0.036576096,5.15342E-05
80,2.61635E+11,7.516025833,453,26,163,503300,1,261635033001.00,Block Group 1,G5030,S,344074,0,42.4384365,-82.9878785,80,361,65,27,26,0,48,0,0,87,8,50,22,0,9,8,0,11,2.61635E+11,,557,8,0,0,0,0,0,0,0,0,0,0,0,0,25,0,233,0,87,142,43,0,8,11,0,,,,707,0,,,,37,639,0,31,0,0,0,0,0,,,37.5,31.8,46,,,707,,,,105713.8684,30.72407558,5976.347176,1.736931446,,,3039630.727,,,0.02673684,3.76459E-05
81,2.61635E+11,7.516025833,186,26,163,503300,2,261635033002.00,Block Group 2,G5030,S,302657,0,42.4384443,-82.9926959,81,419,29,10,13,7,76,37,33,37,58,68,0,41,0,0,10,0,2.61635E+11,,720,0,0,0,0,0,0,0,0,0,0,0,0,0,58,19,126,55,129,177,137,6,13,0,0,,,,982,0,,,,9,963,0,0,0,0,10,0,10,,,29.5,35,28.9,,,982,,,,77916.35741,25.74410183,2052.70015,0.678226286,,,2151370.048,,,0.026672749,3.31143E-05
82,2.61635E+11,7.847260417,454,26,163,503300,3,261635033003.00,Block Group 3,G5030,S,326113,0,42.4382597,-82.9974686,82,440,24,18,22,8,51,16,34,49,9,97,84,18,10,0,0,0,2.61635E+11,,811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,422,35,53,171,60,38,10,0,0,,,,1277,11,,,,0,1277,0,0,0,0,11,11,0,,,28.1,31.6,27.6,,,1288,,,,113695.1052,34.86373219,4176.349875,1.280645664,,,2020812.235,,,0.024318926,3.56806E-05
83,2.61635E+11,7.957671944,455,26,163,503300,4,261635033004.00,Block Group 4,G5030,S,325332,0,42.4381242,-83.0023789,83,168,0,7,49,32,9,0,31,20,0,20,0,0,0,0,0,0,2.61635E+11,,324,0,0,0,0,0,0,0,0,0,0,0,0,0,98,7,126,20,0,31,42,0,0,0,0,,,,531,0,,,,0,531,0,0,0,0,0,0,0,,,26.3,25.6,26.6,,,531,,,,144357.1844,44.37223527,8352.682451,2.567431557,,,2952668.64,,,0.024326281,3.55951E-05
84,2.61635E+11,7.516025833,456,26,163,503400,1,261635034001.00,Block Group 1,G5030,S,318129,0,42.4386791,-82.9828864,84,266,10,19,22,41,16,46,5,32,6,28,34,7,0,0,0,0,2.61635E+11,,427,27,0,0,0,0,0,0,0,7,5,5,0,10,5,12,160,39,47,50,36,24,0,0,0,,,,610,0,,,,20,530,0,55,0,0,5,0,5,,,32.5,32.8,30.9,,,610,,,,131239.2298,41.25345527,2288.605905,0.719395424,,,3490775.852,,,0.024006118,3.48073E-05
85,2.61635E+11,7.516025833,451,26,163,503400,2,261635034002.00,Block Group 2,G5030,S,352150,0,42.439285,-82.9776867,85,163,7,26,0,14,0,43,3,6,16,4,14,16,10,0,4,0,2.61635E+11,,303,0,0,0,0,0,0,0,0,5,0,0,0,14,0,5,48,47,54,98,11,7,10,0,4,,,,345,0,,,,24,301,0,20,0,0,0,0,0,,,44.7,44.6,44.8,,,345,,,,122759.0888,34.8599614,3616.782014,1.027059443,,,4470265.36,,,0.02689307,3.85299E-05
86,2.61635E+11,7.516025833,509,26,163,503500,1,261635035001.00,Block Group 1,G5030,S,195963,0,42.4327527,-82.9816671,86,182,22,0,41,9,0,0,19,21,25,17,28,0,0,0,0,0,2.61635E+11,,287,0,0,0,0,0,0,0,0,13,0,0,0,9,18,40,83,11,40,42,23,8,0,0,0,,,,664,0,,,,0,664,0,0,0,0,0,0,0,,,23.6,23.5,24,,,664,,,,57400.48581,29.29138169,,,,,5550162.1,,,0.02152799,2.14389E-05
87,2.61635E+11,7.516025833,457,26,163,503500,2,261635035002.00,Block Group 2,G5030,S,166800,0,42.4293603,-82.9846253,87,86,0,7,0,0,10,0,0,29,0,0,17,23,0,0,0,0,2.61635E+11,,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,17,10,39,0,0,0,0,,,,279,0,,,,0,272,7,0,0,0,0,0,0,,,30.3,30.8,16.9,,,279,,,,50331.0911,30.17458736,576.3493643,0.34553402,,,4285021.529,,,0.019384252,1.82473E-05
88,2.61635E+11,7.736848889,459,26,163,503500,3,261635035003.00,Block Group 3,G5030,S,323475,0,42.4328841,-82.994809,88,307,52,8,22,17,8,8,0,0,68,9,49,55,11,0,0,0,2.61635E+11,,460,0,0,0,0,0,0,0,0,0,8,0,0,35,9,11,209,17,78,51,23,19,0,0,0,,,,842,0,,,,9,833,0,0,0,0,0,0,0,,,27.5,27.3,29.6,,,842,,,,129089.6228,39.90705692,1801.788875,0.557009073,,,4431700.647,,,0.026724165,3.5389E-05
89,2.61635E+11,7.516025833,460,26,163,503500,4,261635035004.00,Block Group 4,G5030,S,202214,0,42.4332488,-82.9867691,89,103,26,0,28,0,0,8,0,32,0,0,9,0,0,0,0,0,2.61635E+11,,154,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,51,0,39,32,0,0,0,0,0,,,,250,0,,,,0,250,0,0,0,0,0,0,0,,,25.9,10.2,33.1,,,250,,,,90082.69817,44.54806444,900.0008726,0.445072114,,,4425835.947,,,0.021892437,2.21229E-05
90,2.61635E+11,7.847260417,844,26,163,503500,5,261635035005.00,Block Group 5,G5030,S,726783,0,42.430004,-82.9972705,90,306,32,13,71,7,30,27,10,0,0,0,63,53,0,0,0,0,2.61635E+11,,367,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,116,5,59,86,78,0,0,0,0,,,,749,0,,,,0,697,25,27,0,0,0,0,0,,,23.7,51.6,20.9,,,749,,,,177772.0208,24.46009958,5253.10035,0.722787293,,,2049604.709,,,0.048559708,7.95083E-05
91,2.61635E+11,7.516025833,461,26,163,503600,1,261635036001.00,Block Group 1,G5030,S,191821,0,42.4263586,-82.9894737,91,127,9,12,12,0,19,0,24,15,13,0,17,0,6,0,0,0,2.61635E+11,,262,6,0,0,0,0,0,0,0,0,0,0,0,5,3,8,140,21,17,35,25,2,0,0,0,,,,292,4,,,,9,287,0,0,0,0,0,0,0,,,37.5,39.1,33.8,,,296,,,,88029.55921,45.89166292,,,,,3158577.423,,,0.026140365,2.09835E-05
92,2.61635E+11,7.516025833,462,26,163,503600,2,261635036002.00,Block Group 2,G5030,S,194997,0,42.4251767,-82.995838,92,127,0,0,5,0,22,26,9,22,12,15,16,0,0,0,0,0,2.61635E+11,,222,23,0,0,0,0,0,0,0,0,0,0,0,7,9,12,58,20,14,27,46,6,0,0,0,,,,290,0,,,,15,194,0,81,0,0,0,0,0,,,40.6,40.9,34.8,,,290,,,,116045.8797,59.51180199,576.3490336,0.295569043,,,1473498.7,,,0.018774531,2.13305E-05
93,2.61635E+11,7.847260417,463,26,163,503600,3,261635036003.00,Block Group 3,G5030,S,352084,0,42.4241236,-83.0012832,93,332,12,0,25,9,20,59,25,0,54,42,24,26,23,6,0,7,2.61635E+11,,541,4,0,0,0,0,0,0,0,0,0,0,0,16,9,23,115,16,72,120,94,54,18,0,0,,,,845,0,,,,7,788,0,0,0,0,50,0,50,,,30.9,34.2,30.6,,,845,,,,91333.86168,25.94083255,4614.858099,1.310721555,,,2180873.964,,,0.025108345,3.85137E-05
94,2.61635E+11,7.516025833,466,26,163,503900,1,261635039001.00,Block Group 1,G5030,S,296123,0,42.4140164,-82.9873199,94,189,62,23,6,12,13,16,0,22,0,0,7,11,12,5,0,0,2.61635E+11,,365,8,0,0,0,0,0,0,0,0,0,0,0,100,6,14,60,79,40,34,18,6,0,0,0,,,,378,94,,,,6,466,0,0,0,0,0,0,0,,,41.4,38.6,41.6,,,472,,,,126281.019,42.64498164,5192.811139,1.75360745,,,3026721.9,,,0.03084828,3.23868E-05
95,2.61635E+11,7.516025833,465,26,163,503900,2,261635039002.00,Block Group 2,G5030,S,241540,0,42.4176994,-82.9866426,95,125,6,26,18,5,20,0,0,0,22,14,14,0,0,0,0,0,2.61635E+11,,174,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,57,7,5,55,22,0,0,0,0,,,,259,0,,,,6,253,0,0,0,0,0,0,0,,,28.2,26.9,34.5,,,259,,,,99148.72082,41.04829848,4707.185494,1.94880936,,,3733295.455,,,0.023086236,2.6419E-05
96,2.61635E+11,7.516025833,739,26,163,503900,3,261635039003.00,Block Group 3,G5030,S,446287,0,42.4107822,-82.9877447,96,387,49,35,18,85,7,13,0,7,6,25,22,60,31,25,4,0,2.61635E+11,,914,1,0,0,0,0,0,0,0,0,0,0,0,30,27,32,269,12,45,310,150,31,7,0,0,,,,1340,0,,,,40,1279,0,0,0,0,21,0,21,,,38.9,37.2,43.5,,,1340,,,,119996.8757,26.88787624,5408.742744,1.211944934,,,3336705.585,,,0.039455784,4.88079E-05
97,2.61635E+11,7.516025833,841,26,163,504000,1,261635040001.00,Block Group 1,G5030,S,324043,0,42.4173186,-82.9797868,97,254,16,43,28,37,0,47,8,14,0,28,9,15,0,0,9,0,2.61635E+11,,491,0,0,0,0,0,0,0,0,7,0,0,0,15,7,33,198,20,9,187,9,0,6,0,0,,,,807,0,,,,16,773,18,0,0,0,0,0,0,,,31.1,31.3,30.8,,,807,,,,122313.5556,37.74614533,3276.389548,1.011098692,,,1786724.438,,,0.033754091,3.54424E-05
98,2.61635E+11,7.516025833,458,26,163,504000,2,261635040002.00,Block Group 2,G5030,S,308027,0,42.4166224,-82.9754552,98,173,36,7,27,22,8,6,0,0,22,6,0,39,0,0,0,0,2.61635E+11,,319,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,172,29,16,54,1,8,0,0,0,,,,434,0,,,,4,428,0,2,0,0,0,0,0,,,41.6,51.1,29.8,,,434,,,,123259.8876,40.01608014,6876.296284,2.232376068,,,1694634.929,,,0.023606722,3.36902E-05
99,2.61635E+11,7.516025833,467,26,163,504100,1,261635041001.00,Block Group 1,G5030,S,218197,0,42.4195513,-82.9692529,99,69,5,4,11,0,0,9,6,0,14,4,0,4,0,0,12,0,2.61635E+11,,156,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,45,48,8,5,40,0,0,0,0,,,,231,0,,,,0,231,0,0,0,0,0,0,0,,,33.2,29.6,33.5,,,231,,,,78012.16657,35.75325237,5076.353441,2.32651077,,,3137478.963,,,0.02588851,2.38662E-05
100,2.61635E+11,7.516025833,468,26,163,504100,2,261635041002.00,Block Group 2,G5030,S,220644,0,42.4166612,-82.9683818,100,169,23,15,0,0,31,17,14,0,18,25,12,10,0,0,0,4,2.61635E+11,,260,5,0,0,0,0,0,0,0,0,0,0,0,15,12,9,64,26,0,69,24,18,18,0,0,,,,371,0,,,,0,371,0,0,0,0,0,0,0,,,41.8,54.4,32.9,,,371,,,,83831.72382,37.99406357,2376.340652,1.07700085,,,2409849.652,,,0.021118562,2.41329E-05
101,2.61635E+11,7.516025833,88,26,163,504100,3,261635041003.00,Block Group 3,G5030,S,299894,0,42.4114226,-82.9667328,101,270,89,21,35,9,32,22,4,5,13,0,4,17,19,0,0,0,2.61635E+11,,457,0,0,0,0,0,0,0,6,0,9,0,0,65,23,54,150,38,0,68,17,22,5,0,0,,,,755,0,,,,0,751,0,0,0,4,0,0,0,,,28.5,27.5,30.7,,,755,,,,89317.8133,29.78307894,1493.72199,0.498082502,,,6041139.607,,,0.02888212,3.27981E-05
