,Loc ID,County,Community,Functional Class,Rural Urban,On,From,To,Approach,At,Dir,Directions,Category,LRS ID,LRS Loc Pt,Latitude,Longitude,Latest,Count
13325,50-5402,Macomb,-,(4) Minor Arterial,U,RIVER RD,,,,AT I-94 OVERPASS (HARRISON TWP),2-WAY,EB/WB,Primary,831807.0,1.081,42.5915671,-82.85946933,12417.0,12417.0
13326,50-5403,Macomb,-,(4) Minor Arterial,U,21 MILE RD,,,EAST OF,Sugarbush Rd,2-WAY,EB/WB,Primary,817708.0,10.752,42.64485331,-82.82802778,7109.0,7109.0
13327,50-5404,Macomb,-,(5) Major Collector,R,29 MILE RD,,,EAST OF,Romeo Plank Rd,2-WAY,EB/WB,Primary,815710.0,5.669,42.76023196,-82.94614416,3686.0,3686.0
13328,50-5405,Macomb,-,(4) Minor Arterial,U,RYAN RD,,,,BETWEEN M-59 OVERPASS AND UTICA (SHELBY TWP),2-WAY,NB/SB,Primary,799302.0,12.354,42.62613174,-83.07190993,6381.0,6381.0
13329,50-5406,Macomb,-,(4) Minor Arterial,U,SHELBY RD,,,,BETWEEN 22 MILE RD AND MOUND RD (SHELBY TWP),2-WAY,NW/SE,Primary,4210686.0,2.361,42.65653456,-83.05175447,7523.0,7523.0
13330,50-5407,Macomb,Clinton,(3) Other Principal Arterial,U,GARFIELD RD,,,,BETWEEN EB AND WB 16 MILE (CLINTON TWP),2-WAY,NB/SB,,798703.0,2.420181,42.56807609,-82.95093747,27072.0,27072.0
13331,50-5409,Macomb,Mt Clemens,(5) Major Collector,U,AVERY ST,,,NORTH OF,Dickinson St,2-WAY,NB/SB,Primary,798408.0,10.30147,42.59020162,-82.86621627,1139.0,1139.0
13332,50-5412,Macomb,-,(4) Minor Arterial,U,MOUND RD,,,,BETWEEN UTICA AND AUBURN (SHELBY TWP),2-WAY,NB/SB,Primary,799110.0,12.67,42.63125047,-83.05219265,18924.0,18924.0
13333,50-5414,Macomb,-,(4) Minor Arterial,U,VAN DYKE EARLE M HWY,,,SW OF,28 Mile Rd,2-WAY,NB/SB,Primary,1917409.0,0.518,42.73902406,-83.03158623,16886.0,16886.0
13334,50-5415,Macomb,-,(5) Major Collector,U,LITTLE MACK AVE,,,NORTH OF,E 14 Mile Rd,2-WAY,NB/SB,Primary,798506.0,0.278,42.54371491,-82.91036997,4768.0,4768.0
13335,50-5416,Macomb,Clinton,(5) Major Collector,U,BEACONSFIELD ST,,,SOUTH OF,15 Mile Rd,2-WAY,NB/SB,Primary,798601.0,0.5356759,42.54724184,-82.92004745,2601.0,2601.0
13336,50-5417,Macomb,-,(5) Major Collector,U,UNION LAKE RD,,,SOUTH OF,16 Mile Rd,2-WAY,NB/SB,Primary,801201.0,0.638,42.56350349,-82.86403895,3629.0,3629.0
13337,50-5418,Macomb,-,(5) Major Collector,U,LANSE CREUSE ST,,,,BETWEEN 16 MILE AND JEFFERSON (HARRISON TWP),2-WAY,NW/SE,Primary,815306.0,0.238,42.5713653,-82.84289354,1576.0,1576.0
13338,50-5419,Macomb,-,(5) Major Collector,U,HAGEN RD,,,,BETWEEN FAIRCHILD E AND W JCT (MACOMB TWP),2-WAY,EB/WB,Primary,818408.0,0.734,42.71061728,-82.86492785,141.0,141.0
13339,50-5420,Macomb,-,(5) Major Collector,U,LITTLE MACK AVE,,,SW OF,M 97,2-WAY,NE/SW,Primary,825403.0,0.451,42.57971717,-82.90742607,2785.0,2785.0
13340,50-5421,Macomb,-,(5) Major Collector,U,NUNNELEY RD,,,EAST OF,Moravian Dr,2-WAY,EB/WB,Primary,828103.0,0.138,42.56817614,-82.93694305,265.0,265.0
13341,50-5422,Macomb,-,(5) Major Collector,U,LITTLE MACK AVE,,,NORTH OF,15 Mile Rd,2-WAY,NB/SB,Primary,4208035.0,0.734,42.55833246,-82.91047183,2576.0,2576.0
13342,50-5423,Macomb,-,(5) Major Collector,U,NUNNELEY RD,,,WEST OF,M 3,2-WAY,EB/WB,Primary,4208681.0,0.48,42.56919941,-82.90152174,1873.0,1873.0
13343,50-5424,Macomb,-,(5) Major Collector,U,28 MILE RD,,,,BETWEEN MOUNT VERNON AND GUNN (WASHINGTON TWP),2-WAY,EB/WB,Primary,4208920.0,0.253,42.74148242,-83.09174178,986.0,986.0
13344,50-5425,Macomb,Bruce,(5) Major Collector,U,GATES ST,,,EAST OF,W Gates St,2-WAY,EB/WB,Primary,822607.0,0.227,42.81001352,-83.01221076,3389.0,3389.0
13345,50-5426,Macomb,-,(5) Major Collector,U,HEYDENREICH RD,,,,BETWEEN HEYDENREICH E AND W JCT (CLINTON TWP),2-WAY,EB/WB,Primary,832703.0,0.328,42.61935532,-82.91673233,10902.0,10902.0
13346,50-5427,Macomb,-,(5) Major Collector,U,DUNHAM RD,,,,BETWEEN ROSE AND LITTLE (CLINTON TWP),2-WAY,EB/WB,Primary,832505.0,0.163,42.61760872,-82.89790936,2161.0,2161.0
13347,50-5429,Macomb,WARREN,(4) Minor Arterial,U,11 MILE/I-696,,,,EB 11 MILE/WB I-696 SERVICE DRIVE (IN WARREN),1-WAY,SE,DIR,,,42.490382,-83.080483,231.0,231.0
13348,50-5430,Macomb,WARREN,(3) Other Principal Arterial,U,VAN DYKE/CHICAGO,,,,NB M-53/WB CHICAGO RAMP (IN WARREN),2-WAY,NW/SE,,812205.0,,42.524481,-83.028074,4636.0,4636.0
13349,50-5431,Macomb,WARREN,(3) Other Principal Arterial,U,VAN DYKE/CHICAGO,,,,SB M-53/EB CHICAGO RAMP (IN WARREN),2-WAY,NW/SE,,812206.0,,42.524399,-83.02774,4636.0,4636.0
13350,50-5432,Macomb,WARREN,(3) Other Principal Arterial,U,CHICAGO/VAN DYKE,,,,WB CHICAGO/NB M-53 RAMP (IN WARREN),2-WAY,NW/SE,,812206.0,,42.524463,-83.027703,4636.0,4636.0
13351,50-5433,Macomb,Sterling Heights,(5) Major Collector,U,MERRILL RD,,,NORTH OF,Dobry Dr,2-WAY,NB/SB,,813809.0,1.61,42.62502235,-83.04714671,6505.0,6505.0
13352,50-5435,Macomb,STERLING HEIGHTS,(5) Major Collector,U,BONNETT DR,,,,BETWEEN PLUMBROOK AND 17 MILE (IN STERLING HTS),2-WAY,NW/SE,,4204233.0,0.016,42.58087103,-83.02149433,4768.0,4768.0
13353,50-5437,Macomb,Center Line,(5) Major Collector,U,STEPHENS DR,,,WEST OF,M 53,2-WAY,EB/WB,Primary,841910.0,0.116,42.47013235,-83.02925955,547.0,547.0
13354,50-5438,Macomb,Center Line,(5) Major Collector,U,LAWRENCE ST,,,NORTH OF,E 10 Mile Rd,2-WAY,NB/SB,Primary,846504.0,1.062,42.4806098,-83.03241074,3183.0,3183.0
13355,50-5440,Macomb,Center Line,(5) Major Collector,U,SHERWOOD AVE,,,SOUTH OF,E 10 Mile Rd,2-WAY,NB/SB,Primary,804507.0,1.523,42.46998029,-83.0359454,6789.0,6789.0
13356,50-5441,Macomb,Fraser,(5) Major Collector,U,KLEIN RD,,,NE OF,Garfield Rd,2-WAY,NB/SB,Primary,802304.0,0.543,42.54608342,-82.94700913,2401.0,2401.0
13357,50-5442,Macomb,Fraser,(4) Minor Arterial,U,MASONIC BLVD,,,EAST OF,Fruehauf Rd,2-WAY,EB/WB,Primary,802104.0,0.527,42.53127956,-82.95900873,3353.0,3353.0
13358,50-5443,Macomb,MT CLEMENS,(5) Major Collector,U,ROSE ST,,,,BETWEEN M-97 AND HUBBARD (IN MT CLEMENS),2-WAY,NB/SB,Primary,819509.0,1.112,42.60649518,-82.89539264,2036.0,2036.0
13359,50-5444,Macomb,MT CLEMENS,(5) Major Collector,U,CHURCH ST,,,,BETWEEN WILSON AND MOROSS (IN MT CLEMENS),2-WAY,EB/WB,Primary,825406.0,0.563,42.59506976,-82.88932364,4943.0,4943.0
13360,50-5445,Macomb,Mt Clemens,(5) Major Collector,U,Robertson St,N Gratiot Ave,S Gratiot Ave,BETWEEN,N Gratiot Ave AND S Gratiot Ave,2-WAY,NW/SE,Primary,837804.0,0.6551247,42.5898872,-82.88087404,2061.0,2061.0
13361,50-5446,Macomb,MT CLEMENS,(5) Major Collector,U,GRATIOT/MAIN CUTOFF,,,,GRATIOT/MAIN CUTOFF (IN MT CLEMENS),1-WAY,SW,,1841806.0,0.019,42.5894137,-82.88183652,1850.0,1850.0
13362,50-5447,Macomb,MT CLEMENS,(5) Major Collector,U,Welts St,S Gratiot Ave,N Main St,BETWEEN,S Gratiot Ave AND N Main St,2-WAY,NW/SE,Primary,4200029.0,0.069,42.60183792,-82.87631443,4268.0,4268.0
13363,50-5448,Macomb,MT CLEMENS,(5) Major Collector,U,WELTS ST,,,,BETWEEN SB M-3 GRATIOT AND MAIN (IN MT CLEMENS),2-WAY,SB,Primary,4204859.0,0.029,42.60255239,-82.87649884,580.0,580.0
13364,50-5449,Macomb,Mt Clemens,(5) Major Collector,U,MAIN ST,,,SOUTH OF,Cass Ave,2-WAY,NE/SW,Primary,4208720.0,0.426,42.59586574,-82.87874505,4857.0,4857.0
13365,50-5450,Macomb,MT CLEMENS,(4) Minor Arterial,U,RATHBONE ST,,,,BETWEEN DON AND AVERY (IN MT CLEMENS),2-WAY,NW/SE,Primary,800901.0,0.132,42.59309605,-82.86852924,2758.0,2758.0
13366,50-5451,Macomb,Mt Clemens,(5) Major Collector,U,MARKET ST,,,SE OF,S M 3,2-WAY,NW/SE,Primary,800808.0,0.978,42.60058049,-82.87780634,8550.0,8550.0
13367,50-5452,Macomb,New Baltimore,(4) Minor Arterial,U,JEFFERSON AVE,,,SW OF,23 Mile Rd,2-WAY,NE/SW,,821205.0,4.991,42.67508716,-82.74907535,10840.0,10840.0
13368,50-5453,Macomb,NEW BALTIMORE,(5) Major Collector,U,MAIN ST,,,,BETWEEN ATWOOD AND ASHLEY (IN NEW BALTIMORE),2-WAY,NE/SW,Primary,4208331.0,0.805,42.68192907,-82.73167367,2768.0,2768.0
13369,50-5454,Macomb,NEW BALTIMORE,(5) Major Collector,U,MAIN ST,,,,BETWEEN M-29 AND COUNTY LINE (IN NEW BALTIMORE),2-WAY,EB/WB,Primary,815001.0,0.24,42.68551079,-82.72414307,2299.0,2299.0
13370,50-5455,Macomb,New Baltimore,(5) Major Collector,U,WASHINGTON ST,,,SE OF,Green St,2-WAY,NW/SE,Primary,814905.0,0.14,42.68040391,-82.73595726,1762.0,1762.0
13371,50-5456,Macomb,NEW HAVEN,(5) Major Collector,U,HAVEN RIDGE RD,,,,BETWEEN ELK AND DIVISION (IN NEW HAVEN),2-WAY,NB/SB,Primary,822207.0,0.158,42.73185193,-82.80139704,3218.0,3218.0
13372,50-5457,Macomb,Bruce,(4) Minor Arterial,U,EARLE MEMORIAL HWY,,,NORTH OF,32 Mile Rd,2-WAY,NB/SB,Primary,817001.0,4.802,42.8062023,-83.01347947,10252.0,10252.0
13373,50-5458,Macomb,Roseville,(5) Major Collector,U,BEACONSFIELD AVE,,,SOUTH OF,E 14 Mile Rd,2-WAY,NB/SB,Primary,798602.0,0.251,42.53582864,-82.91950915,3353.0,3353.0
13374,50-5459,Macomb,ROSEVILLE,(4) Minor Arterial,U,11 MILE RD,,,,AT WB I-696 OVERPASS (IN ROSEVILLE),1-WAY,WB,Primary,803209.0,8.498,42.49526447,-82.9236066,11654.0,11654.0
13375,50-5461,Macomb,Roseville,(5) Major Collector,U,UTICA RD,,,SE OF,Gratiot Ave,2-WAY,NW/SE,Primary,811503.0,0.1,42.50283952,-82.93064751,2201.0,2201.0
13376,50-5462,Macomb,St Clair Shores,(5) Major Collector,U,FRESARD ST,,,EAST OF,Harper Ave,2-WAY,NW/SE,Primary,799707.0,0.544,42.47458859,-82.89913204,1360.0,1360.0
13377,50-5463,Macomb,St Clair Shores,(5) Major Collector,U,GREATER MACK AVE,,,SOUTH OF,10 Mile Rd,2-WAY,NE/SW,Primary,809106.0,1.83,42.47606106,-82.89430547,6162.0,6162.0
13378,50-5464,Macomb,St Clair Shores,(5) Major Collector,U,GREATER MACK AVE,,,NORTH OF,E 12 Mile Rd,2-WAY,NB/SB,Primary,811808.0,0.852,42.51772831,-82.8886408,4430.0,4430.0
13379,50-5465,Macomb,ST CLAIR SHORES,(5) Major Collector,U,STEPHENS ST,,,,AT I-94 OVERPASS (IN ST CLAIR SHORES),2-WAY,EB/WB,Primary,803008.0,3.72,42.47303492,-82.91669197,4235.0,4235.0
13380,50-5466,Macomb,St Clair Shores,(5) Major Collector,U,FRESARD ST,,,EAST OF,Greater Mack Ave,2-WAY,NW/SE,Primary,799707.0,0.151,42.47289024,-82.89178907,773.0,773.0
13381,50-5467,Macomb,Roseville,(4) Minor Arterial,U,11 MILE RD,,,WEST OF,W I 94/11 Mile RAMP,2-WAY,EB/WB,Primary,806006.0,0.157,42.49511494,-82.91925854,17732.0,17732.0
13382,50-5468,Macomb,ROSEVILLE,(4) Minor Arterial,U,11 MILE RD,,,,AT EB I-696 OVERPASS (IN ROSEVILLE),1-WAY,EB,Primary,803208.0,8.531,42.49483979,-82.92353969,7682.0,7682.0
13383,50-5469,Macomb,St Clair Shores,(4) Minor Arterial,U,13 MILE RD,,,EAST OF,Little Mack Ave,2-WAY,EB/WB,Primary,803410.0,6.408,42.52490938,-82.90372292,19260.0,19260.0
13384,50-5470,Macomb,St Clair Shores,(4) Minor Arterial,U,10 MILE RD,,,WEST OF,Jefferson Ave,2-WAY,NW/SE,Primary,803101.0,9.906,42.47800859,-82.89129596,5563.0,5563.0
13385,50-5471,Macomb,Warren,(5) Major Collector,U,RED RUN RD,,,NORTH OF,14 Mile Rd,2-WAY,NB/SB,Primary,798902.0,0.32,42.54236568,-82.99424245,1925.0,1925.0
13386,50-5472,Macomb,STERLING HEIGHTS,(4) Minor Arterial,U,17 MILE RD,,,,BETWEEN BONNETT AND LEISURE (IN STERLING HTS),2-WAY,EB/WB,,805203.0,3.466,42.58064849,-83.02147548,13299.0,13299.0
13387,50-5473,Macomb,STERLING HEIGHTS,(5) Major Collector,U,DELCO BLVD,,,,BETWEEN M-59 AND CANAL (IN STERLING HEIGHTS),2-WAY,NB/SB,Primary,814307.0,0.259,42.62251594,-83.00785707,6342.0,6342.0
13388,50-5474,Macomb,STERLING HEIGHTS,(5) Major Collector,U,STADLER RD,,,,BETWEEN SAAL AND HAYES (IN STERLING HTS),2-WAY,EB/WB,Primary,819304.0,0.246,42.58980055,-82.97659264,867.0,867.0
13389,50-5475,Macomb,STERLING HEIGHTS,(4) Minor Arterial,U,RIVERLAND DR,,,,BETWEEN OLD 53 AND CLINTON RIVER (IN STERLING HTS),2-WAY,EB/WB,Primary,820109.0,0.27,42.61425874,-83.02672478,6949.0,6949.0
13390,50-5476,Macomb,Sterling Heights,(5) Major Collector,U,18 1/2 MILE RD,,,NORTH OF,Mound Rd,2-WAY,EB/WB,,4210490.0,0.0237732,42.59999607,-83.05089748,14744.0,14744.0
13391,50-5477,Macomb,STERLING HEIGHTS,(5) Major Collector,U,18 1/2 MILE RD,,,,BETWEEN MOUND AND MERRILL (IN STERLING HTS),2-WAY,EB/WB,Primary,4210491.0,0.137,42.60156494,-83.04872545,27272.0,27272.0
13392,50-5478,Macomb,UTICA,(5) Major Collector,U,NORTHPOINTE BLVD,,,,BETWEEN M-59 AND SCHOENHERR (IN UTICA),2-WAY,NE/SW,Primary,1923203.0,0.333,42.63122321,-82.99942299,7147.0,7147.0
13393,50-5479,Macomb,Utica,(5) Major Collector,U,AUBURN RD,,,WEST OF,Van Dyke Ave,2-WAY,EB/WB,Primary,807009.0,3.132,42.62569009,-83.03926053,5528.0,5528.0
13394,50-5480,Macomb,UTICA,(5) Major Collector,U,UTICA RD,,,,BETWEEN EB AND WB M-59 (IN UTICA),2-WAY,NB/SB,Primary,4211434.0,10.426,42.62506048,-83.04128806,10402.0,10402.0
13395,50-5481,Macomb,Utica,(4) Minor Arterial,U,CLINTON RIVER RD,,,EAST OF,Van Dyke Ave,2-WAY,EB/WB,Primary,814201.0,0.031,42.62403101,-83.03170958,13027.0,13027.0
13396,50-5482,Macomb,Warren,(5) Major Collector,U,FRAZHO RD,,,WEST OF,Schoenherr Rd,2-WAY,EB/WB,Primary,803110.0,0.728,42.48543286,-82.99235079,2539.0,2539.0
13397,50-5483,Macomb,Warren,(5) Major Collector,U,MARTIN RD,,,WEST OF,Hoover Rd,2-WAY,EB/WB,Primary,803307.0,1.047,42.49979203,-83.0075762,4049.0,4049.0
13398,50-5484,Macomb,Warren,(5) Major Collector,U,STEPHENS RD,,,WEST OF,Mound Rd,2-WAY,EB/WB,Primary,805007.0,0.403,42.46961746,-83.05326802,2040.0,2040.0
13399,50-5485,Macomb,Warren,(5) Major Collector,U,STEPHENS RD,,,WEST OF,Ryan Rd,2-WAY,EB/WB,Primary,806307.0,0.593,42.4692654,-83.07276946,1628.0,1628.0
13400,50-5486,Macomb,Warren,(5) Major Collector,U,LORRAINE AVE,,,SOUTH OF,Common Rd,2-WAY,NB/SB,Primary,811007.0,0.357,42.51196168,-83.01793364,2919.0,2919.0
13401,50-5487,Macomb,Warren,(5) Major Collector,U,KENNEDY CIR,,,SOUTH OF,Common Rd,2-WAY,NE/SW,Primary,4211476.0,0.216,42.51345253,-83.02196996,1623.0,1623.0
13402,50-5488,Macomb,Warren,(5) Major Collector,U,KENNEDY CIR,,,NORTH OF,Common Rd,2-WAY,NW/SE,Primary,4211476.0,0.412,42.51627889,-83.02222335,905.0,905.0
13403,50-5489,Macomb,Warren,(5) Major Collector,U,FRAZHO RD,,,WEST OF,Mound Rd,2-WAY,EB/WB,Primary,4200036.0,0.672,42.48414884,-83.0535454,1452.0,1452.0
13404,50-5490,Macomb,Warren,(5) Major Collector,U,COMMON RD,,,WEST OF,Hoover Rd,2-WAY,EB/WB,Primary,4211479.0,0.697,42.51414845,-83.01141753,2974.0,2974.0
13405,50-5491,Macomb,Warren,(5) Major Collector,U,TOEPFER RD,,,EAST OF,M 97,2-WAY,EB/WB,Primary,802903.0,0.386,42.45651379,-82.9915635,1321.0,1321.0
13406,50-5492,Macomb,WARREN,(4) Minor Arterial,U,9 MILE RD,,,,BETWEEN NB AND SB MOUND (IN WARREN),2-WAY,EB/WB,,803006.0,1.998,42.46251535,-83.04487176,13118.0,13118.0
13407,50-5493,Macomb,Warren,(5) Major Collector,U,FRAZHO RD,,,EAST OF,M 97,2-WAY,EB/WB,Primary,803110.0,1.73,42.48649373,-82.97279664,5321.0,5321.0
13408,50-5494,Macomb,Warren,(4) Minor Arterial,U,MARTIN RD,,,EAST OF,Bunert Rd,2-WAY,EB/WB,Primary,803308.0,0.8122321,42.50132131,-82.97142442,3187.0,3187.0
13409,50-5495,Macomb,Warren,(5) Major Collector,U,13 MILE RD,,,EAST OF,M 53,2-WAY,EB/WB,Primary,803410.0,0.262,42.52119269,-83.02379212,4462.0,4462.0
13410,50-5496,Macomb,Warren,(5) Major Collector,U,SHERWOOD AVE,,,,AT I-696 OVERPASS (IN WARREN),2-WAY,NB/SB,Primary,804507.0,2.922152,42.4893993,-83.04173134,3447.0,3447.0
13411,50-5497,Macomb,Warren,(5) Major Collector,U,MASONIC BLVD,,,EAST OF,Chicago Rd,2-WAY,EB/WB,,802703.0,0.207,42.5286658,-83.01368303,1308.0,1308.0
13412,50-5498,Macomb,Warren,(5) Major Collector,U,BUNERT RD,,,SOUTH OF,12 Mile Rd,2-WAY,NB/SB,Primary,805804.0,1.283,42.50457195,-82.97778673,9120.0,9120.0
13413,50-5499,Macomb,Madison Heights,(4) Minor Arterial,U,11 MILE RD,,,EAST OF,Dequindre Rd,2-WAY,EB/WB,Primary,805404.0,0.058,42.49076895,-83.08399026,16816.0,16816.0
13414,50-5500,Macomb,Warren,(4) Minor Arterial,U,11 MILE RD,Walter P Reuther Hwy,Parkview Blvd,BETWEEN,Walter P Reuther Hwy AND Parkview Blvd,1-WAY,EB,Primary,805404.0,0.1980859,42.49069269,-83.08125347,8340.0,8340.0
13415,50-5501,Macomb,Madison Heights,(4) Minor Arterial,U,11 MILE RD,,,EAST OF,Dequindre Rd,1-WAY,WB,Primary,805405.0,0.102,42.49081536,-83.08000396,9200.0,9200.0
13416,50-5502,Macomb,Fraser,(5) Major Collector,U,MULVEY RD,,,SW OF,Utica Rd,2-WAY,NE/SW,Primary,798708.0,0.656,42.54397347,-82.95790787,2169.0,2169.0
13417,50-5503,Macomb,Mt Clemens,(5) Major Collector,U,MAIN ST,,,NORTH OF,S M 3,2-WAY,NE/SW,Primary,4207941.0,0.014,42.58981276,-82.88145515,1823.0,1823.0
13418,50-5504,Macomb,Roseville,(7) Local Road or Street,U,CHURCH ST,,,WEST OF,Kelly Rd,2-WAY,EB/WB,,841506.0,0.734,42.48392701,-82.92791176,765.0,765.0
13419,50-5505,Macomb,STERLING HEIGHTS,(5) Major Collector,U,DAWN DR,,,,BETWEEN OLD 53 AND UTICA (IN STERLING HEIGHTS),2-WAY,EB/WB,Primary,820107.0,0.065,42.60842772,-83.03030608,359.0,359.0
13420,50-5506,Macomb,WARREN,(5) Major Collector,U,SHERWOOD AVE,,,,BETWEEN EB AND WB 11 MILE (IN WARREN),2-WAY,NB/SB,,804507.0,3.064913,42.49146636,-83.04182718,3251.0,3251.0
13421,50-5507,Wayne,WARREN,(5) Major Collector,U,SHERWOOD ST,,,,BETWEEN EB AND WB 8 MILE (IN WARREN),2-WAY,NB/SB,Primary,804507.0,0.01,42.44808949,-83.03452659,5528.0,5528.0
13422,50-5508,Macomb,EAST DETROIT,(4) Minor Arterial,U,8 MILE RD,,,,BTWN I-94 AND BEACONSFIELD,2-WAY,EB/WB,Primary,802804.0,8.165,42.45067276,-82.92380076,6622.0,6622.0
13423,50-5510,Macomb,WARREN,(7) Local Road or Street,U,MERIDETH DR,,,,100FT S OF I-696 SER DR,2-WAY,NB/SB,,805502.0,0.163,42.49078146,-83.05944741,1112.0,1112.0
13424,50-5512,Macomb,WARREN,(5) Major Collector,U,I-696 SER DR(11MI),,,,100FT E OF MERIDETH DR,1-WAY,WB,,803209.0,1.576,42.49172341,-83.05866047,4610.0,4610.0
13425,50-5513,Macomb,WARREN,(7) Local Road or Street,U,MERIDETH DR,,,,100FT N OF I-696 SER DR,2-WAY,NB/SB,,805502.0,0.236,42.49180385,-83.05910882,1195.0,1195.0
13426,50-5603,Macomb,New Baltimore,(4) Minor Arterial,U,M-29 GREEN,,,SW OF,County Line Rd,2-WAY,NE/SW,Primary,807106.0,19.066,42.6867089,-82.72866753,19109.0,19109.0
13427,50-5618,Macomb,New Baltimore,(4) Minor Arterial,U,M-29,,,NE OF,County Line Rd,2-WAY,NE/SW,Primary,807106.0,19.184,42.68757876,-82.72670196,15936.0,15936.0
13428,50-5626,Macomb,-,(6) Minor Collector,U,36 MILE RD,,,,BTWN HIPP RD AND M-53 (EARLE MEMORIAL HWY),2-WAY,EB/WB,Primary,822708.0,3.576122,42.86019612,-83.03136486,787.0,787.0
13429,50-5627,Macomb,-,(6) Minor Collector,U,INWOOD RD,,,,BTWN DEQUINDRE RD AND MOUND RD,2-WAY,EB/WB,Primary,815801.0,1.000551,42.76353654,-83.07795928,463.0,463.0
13430,50-6010,Macomb,Richmond,(4) Minor Arterial,U,M-19 MAIN,,,NW OF,Gratiot Ave,2-WAY,NW/SE,Primary,817204.0,0.783,42.80217216,-82.74825998,17023.0,17023.0
13431,50-6014,Macomb,-,(4) Minor Arterial,U,M-19 (MAIN ST),,,NW OF,Gratiot Ave,2-WAY,NW/SE,Primary,817204.0,0.327,42.79879145,-82.74055157,17791.0,17791.0
13432,50-7005,Macomb,Roseville,(3) Other Principal Arterial,U,M-3 GRATIOT,,,NE OF,Common Rd,2-WAY,NE/SW,Primary,804806.0,5.189,42.51736237,-82.92335088,35656.0,35656.0
13433,50-7007,Macomb,Roseville,(3) Other Principal Arterial,U,M-3 GRATIOT,,,NORTH OF,E 11 Mile Rd,2-WAY,NE/SW,Primary,804806.0,3.479,42.49502948,-82.93786176,52052.0,52052.0
13434,50-7008,Macomb,Roseville,(3) Other Principal Arterial,U,M-3 GRATIOT,,,SW OF,E 11 Mile Rd,2-WAY,NE/SW,Primary,804806.0,3.376,42.49369025,-82.93875198,48762.0,48762.0
13435,50-7097,Macomb,Roseville,(1) Interstate,U,CONN 30 I-94 TO M-3,E I 94,Gratiot Ave,BETWEEN,E I 94 AND Gratiot Ave,RAMP,NB,Primary,801102.0,0.3325944,42.52385771,-82.91618808,16750.0,16750.0
13436,50-7104,Macomb,ROSEVILLE,(1) Interstate,U,I-94 ON RAMP,,,,FROM 12 MILE ROAD,RAMP,SB,Primary,801507.0,0.152,42.50780935,-82.91860337,8880.0,8880.0
13437,50-7105,Macomb,ROSEVILLE,(1) Interstate,U,I-94 OFF RAMP,,,,TO 12 MILE ROAD,RAMP,NB,Primary,801009.0,0.173,42.50859828,-82.91780129,8878.0,8878.0
13438,50-7106,Macomb,ROSEVILLE,(1) Interstate,U,I-94 OFF RAMP,,,,TO 12 MILE ROAD,RAMP,SB,Primary,801508.0,0.127,42.51137562,-82.91888874,4134.0,4134.0
13439,50-7107,Macomb,ROSEVILLE,(1) Interstate,U,I-94 ON RAMP,,,,FROM 12 MILE ROAD,RAMP,NB,Primary,801101.0,0.113,42.51165105,-82.91798616,3193.0,3193.0
13440,50-7125,Macomb,Roseville,(1) Interstate,U,I-696,,,WEST OF,11 Mile/W I 696 RAMP,2-WAY,EB/WB,Primary,1740201.0,7.437,42.49461518,-82.94677734,119796.0,119796.0
13441,50-7126,Macomb,ROSEVILLE,(1) Interstate,U,I-696 ON RAMP,,,,FROM M-3 (GRATIOT AVE) VIA EB 11 MILE RD,RAMP,EB,Primary,1740210.0,0.117,42.49417391,-82.93542175,5699.0,5699.0
13442,50-7127,Macomb,ROSEVILLE,(1) Interstate,U,I-696 OFF RAMP,,,,TO M-3 (GRATIOT AVE) VIA WB 11 MILE RD,RAMP,WB,Primary,1740410.0,0.095,42.494678,-82.93426431,5575.0,5575.0
13443,50-7130,Macomb,ROSEVILLE,(1) Interstate,U,I-696 ON RAMP,,,,FROM M-3 (GRATIOT AVE) VIA WB 11 MILE RD,RAMP,WB,Primary,1740409.0,0.086,42.49501667,-82.9434203,9509.0,9509.0
13444,50-7131,Macomb,ROSEVILLE,(1) Interstate,U,I-696 OFF RAMP,,,,TO M-3 (GRATIOT AVE) VIA EB 11 MILE RD,RAMP,EB,Primary,1740301.0,0.144,42.49451675,-82.94320847,10652.0,10652.0
13445,50-7134,Macomb,Roseville,(3) Other Principal Arterial,U,M-3 GRATIOT,,,SOUTH OF,Masonic Blvd,2-WAY,NE/SW,Primary,804806.0,6.050338,42.52861969,-82.91606342,53986.0,53986.0
13446,50-7135,Macomb,ROSEVILLE,(1) Interstate,U,I-696 OFF RAMP,,,,TO 11 MILE ROAD,RAMP,EB,Primary,1740204.0,0.1,42.49460452,-82.92672519,5774.0,5774.0
13447,50-7136,Macomb,ROSEVILLE,(1) Interstate,U,I-696 ON RAMP,,,,FROM 11 MILE ROAD,RAMP,WB,Primary,4208095.0,0.09,42.4953518,-82.92654082,7339.0,7339.0
13448,50-7137,Macomb,ROSEVILLE,(1) Interstate,U,I-696 ON RAMP,,,,FROM EB I-94,RAMP,WB,Primary,1740604.0,0.07,42.49258428,-82.9165113,22728.0,22728.0
13449,50-7138,Macomb,ROSEVILLE,(1) Interstate,U,I-696 OFF RAMP,,,,TO EB I-94,RAMP,EB,Primary,1740306.0,0.124,42.49495975,-82.91864596,23467.0,23467.0
13450,50-7141,Macomb,ROSEVILLE,(1) Interstate,U,I-94 ON LOOP,,,,FROM WB E 11 MILE ROAD,RAMP,SB,Primary,801505.0,0.154,42.49678642,-82.91876913,1318.0,1318.0
